fips2010,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state,metro_code,areaname,county,cousub,countyname,county_town_name,pop2010,acs_2017_2,state_alpha,fmr_type,metro,fmr_pct_chg,fmr_dollar_chg
508999999,440,504,633,801,1115,5,NCNTY05089N05089,"Marion County, AR",89,99999,Marion County,Marion County,16653.0,611,AR,40,0,0.0360065466448445,22
509199999,558,627,795,1022,1178,5,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",91,99999,Miller County,Miller County,43462.0,720,AR,40,1,0.104166666666667,75
509399999,486,489,651,840,887,5,NCNTY05093N05093,"Mississippi County, AR",93,99999,Mississippi County,Mississippi County,46480.0,625,AR,40,0,0.0416,26
509599999,483,495,633,798,1115,5,NCNTY05095N05095,"Monroe County, AR",95,99999,Monroe County,Monroe County,8149.0,611,AR,40,0,0.0360065466448445,22
509799999,473,476,633,794,922,5,NCNTY05097N05097,"Montgomery County, AR",97,99999,Montgomery County,Montgomery County,9487.0,611,AR,40,0,0.0360065466448445,22
509999999,480,483,643,828,876,5,NCNTY05099N05099,"Nevada County, AR",99,99999,Nevada County,Nevada County,8997.0,615,AR,40,0,0.0455284552845528,28
510199999,478,481,633,921,922,5,NCNTY05101N05101,"Newton County, AR",101,99999,Newton County,Newton County,8330.0,611,AR,40,0,0.0360065466448445,22
510399999,517,521,633,845,974,5,NCNTY05103N05103,"Ouachita County, AR",103,99999,Ouachita County,Ouachita County,26120.0,611,AR,40,0,0.0360065466448445,22
510599999,585,676,811,1086,1289,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",105,99999,Perry County,Perry County,10445.0,814,AR,40,1,-0.00368550368550369,-3
510799999,473,476,633,918,1115,5,NCNTY05107N05107,"Phillips County, AR",107,99999,Phillips County,Phillips County,21757.0,611,AR,40,0,0.0360065466448445,22
510999999,536,551,633,794,917,5,NCNTY05109N05109,"Pike County, AR",109,99999,Pike County,Pike County,11291.0,611,AR,40,0,0.0360065466448445,22
511199999,473,476,633,859,862,5,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",111,99999,Poinsett County,Poinsett County,24583.0,632,AR,40,1,0.00158227848101266,1
511399999,473,476,633,794,1028,5,NCNTY05113N05113,"Polk County, AR",113,99999,Polk County,Polk County,20662.0,611,AR,40,0,0.0360065466448445,22
511599999,488,492,654,951,1055,5,NCNTY05115N05115,"Pope County, AR",115,99999,Pope County,Pope County,61754.0,645,AR,40,0,0.013953488372093,9
511799999,473,476,633,852,969,5,NCNTY05117N05117,"Prairie County, AR",117,99999,Prairie County,Prairie County,8715.0,611,AR,40,0,0.0360065466448445,22
511999999,585,676,811,1086,1289,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",119,99999,Pulaski County,Pulaski County,382748.0,814,AR,40,1,-0.00368550368550369,-3
512199999,473,476,633,794,922,5,NCNTY05121N05121,"Randolph County, AR",121,99999,Randolph County,Randolph County,17969.0,611,AR,40,0,0.0360065466448445,22
512399999,473,476,633,921,1115,5,NCNTY05123N05123,"St. Francis County, AR",123,99999,St. Francis County,St. Francis County,28258.0,611,AR,40,0,0.0360065466448445,22
512599999,585,676,811,1086,1289,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",125,99999,Saline County,Saline County,107118.0,814,AR,40,1,-0.00368550368550369,-3
512799999,473,476,633,794,922,5,NCNTY05127N05127,"Scott County, AR",127,99999,Scott County,Scott County,11233.0,611,AR,40,0,0.0360065466448445,22
512999999,483,508,633,856,922,5,NCNTY05129N05129,"Searcy County, AR",129,99999,Searcy County,Searcy County,8195.0,611,AR,40,0,0.0360065466448445,22
513199999,486,524,697,944,1124,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",131,99999,Sebastian County,Sebastian County,125744.0,679,AR,40,1,0.0265095729013255,18
513399999,411,476,633,794,922,5,NCNTY05133N05133,"Sevier County, AR",133,99999,Sevier County,Sevier County,17058.0,611,AR,40,0,0.0360065466448445,22
513599999,404,476,633,836,935,5,NCNTY05135N05135,"Sharp County, AR",135,99999,Sharp County,Sharp County,17264.0,611,AR,40,0,0.0360065466448445,22
513799999,473,476,633,794,862,5,NCNTY05137N05137,"Stone County, AR",137,99999,Stone County,Stone County,12394.0,618,AR,40,0,0.0242718446601942,15
513999999,537,549,634,795,1064,5,NCNTY05139N05139,"Union County, AR",139,99999,Union County,Union County,41639.0,670,AR,40,0,-0.0537313432835821,-36
514199999,473,476,633,830,883,5,NCNTY05141N05141,"Van Buren County, AR",141,99999,Van Buren County,Van Buren County,17295.0,611,AR,40,0,0.0360065466448445,22
514399999,524,558,723,1039,1273,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",143,99999,Washington County,Washington County,203065.0,748,AR,40,1,-0.0334224598930481,-25
514599999,504,507,657,940,1157,5,NCNTY05145N05145,"White County, AR",145,99999,White County,White County,77076.0,622,AR,40,0,0.0562700964630225,35
514799999,407,476,633,794,862,5,NCNTY05147N05147,"Woodruff County, AR",147,99999,Woodruff County,Woodruff County,7260.0,611,AR,40,0,0.0360065466448445,22
514999999,500,504,633,921,1015,5,NCNTY05149N05149,"Yell County, AR",149,99999,Yell County,Yell County,22185.0,611,AR,40,0,0.0360065466448445,22
600199999,1540,1855,2329,3219,3946,6,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",1,99999,Alameda County,Alameda County,1510271.0,2173,CA,40,1,0.0717901518637828,156
600399999,646,710,940,1339,1520,6,NCNTY06003N06003,"Alpine County, CA",3,99999,Alpine County,Alpine County,1175.0,846,CA,40,0,0.111111111111111,94
600599999,725,793,1055,1522,1687,6,NCNTY06005N06005,"Amador County, CA",5,99999,Amador County,Amador County,38091.0,1012,CA,40,0,0.0424901185770751,43
600799999,712,785,992,1443,1689,6,METRO17020M17020,"Chico, CA MSA",7,99999,Butte County,Butte County,220000.0,923,CA,40,1,0.0747562296858072,69
600999999,619,763,902,1312,1589,6,NCNTY06009N06009,"Calaveras County, CA",9,99999,Calaveras County,Calaveras County,45578.0,867,CA,40,0,0.0403690888119954,35
601199999,546,745,856,1245,1441,6,NCNTY06011N06011,"Colusa County, CA",11,99999,Colusa County,Colusa County,21419.0,822,CA,40,0,0.0413625304136253,34
601399999,1540,1855,2329,3219,3946,6,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",13,99999,Contra Costa County,Contra Costa County,1049025.0,2173,CA,40,1,0.0717901518637828,156
601599999,662,724,893,1266,1460,6,NCNTY06015N06015,"Del Norte County, CA",15,99999,Del Norte County,Del Norte County,28610.0,890,CA,40,0,0.00337078651685393,3
601799999,757,860,1086,1580,1913,6,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",17,99999,El Dorado County,El Dorado County,181058.0,1036,CA,40,1,0.0482625482625483,50
601999999,697,771,958,1368,1599,6,METRO23420M23420,"Fresno, CA MSA",19,99999,Fresno County,Fresno County,930450.0,887,CA,40,1,0.0800450958286359,71
602199999,558,611,813,1060,1107,6,NCNTY06021N06021,"Glenn County, CA",21,99999,Glenn County,Glenn County,28122.0,775,CA,40,0,0.0490322580645161,38
602399999,639,729,956,1391,1600,6,NCNTY06023N06023,"Humboldt County, CA",23,99999,Humboldt County,Humboldt County,134623.0,1026,CA,40,0,-0.0682261208576998,-70
602599999,575,687,901,1199,1564,6,METRO20940M20940,"El Centro, CA MSA",25,99999,Imperial County,Imperial County,174528.0,822,CA,40,1,0.0961070559610706,79
602799999,755,760,917,1309,1313,6,NCNTY06027N06027,"Inyo County, CA",27,99999,Inyo County,Inyo County,18546.0,878,CA,40,0,0.0444191343963554,39
602999999,672,695,904,1303,1550,6,METRO12540M12540,"Bakersfield, CA MSA",29,99999,Kern County,Kern County,839631.0,844,CA,40,1,0.0710900473933649,60
603199999,747,752,929,1331,1496,6,METRO25260M25260,"Hanford-Corcoran, CA MSA",31,99999,Kings County,Kings County,152982.0,803,CA,40,1,0.156911581569116,126
603399999,583,705,914,1330,1474,6,NCNTY06033N06033,"Lake County, CA",33,99999,Lake County,Lake County,64665.0,915,CA,40,0,-0.00109289617486339,-1
603599999,596,653,868,1220,1454,6,NCNTY06035N06035,"Lassen County, CA",35,99999,Lassen County,Lassen County,34895.0,917,CA,40,0,-0.0534351145038168,-49
603799999,1067,1284,1663,2231,2467,6,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",37,99999,Los Angeles County,Los Angeles County,9818605.0,1545,CA,40,1,0.0763754045307443,118
603999999,718,723,962,1361,1548,6,METRO31460M31460,"Madera, CA MSA",39,99999,Madera County,Madera County,150865.0,893,CA,40,1,0.0772676371780515,69
604199999,2014,2499,3121,4070,4346,6,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",41,99999,Marin County,Marin County,252409.0,3018,CA,40,1,0.0341285619615639,103
604399999,626,717,912,1286,1555,6,NCNTY06043N06043,"Mariposa County, CA",43,99999,Mariposa County,Mariposa County,18251.0,864,CA,40,0,0.0555555555555556,48
604599999,708,777,1033,1461,1653,6,NCNTY06045N06045,"Mendocino County, CA",45,99999,Mendocino County,Mendocino County,87841.0,1031,CA,40,0,0.00193986420950533,2
604799999,542,623,790,1149,1368,6,METRO32900M32900,"Merced, CA MSA",47,99999,Merced County,Merced County,255793.0,776,CA,40,1,0.0180412371134021,14
604999999,479,533,697,1014,1127,6,NCNTY06049N06049,"Modoc County, CA",49,99999,Modoc County,Modoc County,9686.0,681,CA,40,0,0.0234948604992658,16
605199999,790,924,1229,1545,1988,6,NCNTY06051N06051,"Mono County, CA",51,99999,Mono County,Mono County,14202.0,1190,CA,40,0,0.0327731092436975,39
605399999,986,1146,1433,2074,2215,6,METRO41500M41500,"Salinas, CA MSA",53,99999,Monterey County,Monterey County,415057.0,1417,CA,40,1,0.0112914608327452,16
605599999,1005,1196,1575,2286,2533,6,METRO34900M34900,"Napa, CA MSA",55,99999,Napa County,Napa County,136484.0,1598,CA,40,1,-0.0143929912390488,-23
605799999,757,892,1186,1725,2075,6,NCNTY06057N06057,"Nevada County, CA",57,99999,Nevada County,Nevada County,98764.0,1309,CA,40,0,-0.093964858670741,-123
605999999,1294,1493,1876,2626,3045,6,METRO31080MM5945," Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",59,99999,Orange County,Orange County,3010232.0,1813,CA,40,1,0.0347490347490347,63
606199999,757,860,1086,1580,1913,6,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",61,99999,Placer County,Placer County,348432.0,1036,CA,40,1,0.0482625482625483,50
606399999,592,751,862,1169,1330,6,NCNTY06063N06063,"Plumas County, CA",63,99999,Plumas County,Plumas County,20007.0,831,CA,40,0,0.0373044524669073,31
606599999,768,926,1156,1618,2004,6,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",65,99999,Riverside County,Riverside County,2189641.0,1197,CA,40,1,-0.0342522974101921,-41
606799999,757,860,1086,1580,1913,6,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",67,99999,Sacramento County,Sacramento County,1418788.0,1036,CA,40,1,0.0482625482625483,50
606999999,1269,1277,1699,2471,2992,6,METRO41940N06069,"San Benito County, CA HUD Metro FMR Area",69,99999,San Benito County,San Benito County,55269.0,1490,CA,40,1,0.140268456375839,209
607199999,768,926,1156,1618,2004,6,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",71,99999,San Bernardino County,San Bernardino County,2035210.0,1197,CA,40,1,-0.0342522974101921,-41
607399999,1257,1400,1816,2612,3198,6,METRO41740M41740,"San Diego-Carlsbad, CA MSA",73,99999,San Diego County,San Diego County,3095313.0,1741,CA,50,1,0.0430786904078116,75
607599999,2014,2499,3121,4070,4346,6,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",75,99999,San Francisco County,San Francisco County,805235.0,3018,CA,40,1,0.0341285619615639,103
607799999,631,746,990,1440,1744,6,METRO44700M44700,"Stockton-Lodi, CA MSA",77,99999,San Joaquin County,San Joaquin County,685306.0,967,CA,40,1,0.0237849017580145,23
607999999,971,1107,1427,2076,2513,6,METRO42020M42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",79,99999,San Luis Obispo County,San Luis Obispo County,269637.0,1309,CA,40,1,0.0901451489686784,118
608199999,2014,2499,3121,4070,4346,6,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",81,99999,San Mateo County,San Mateo County,718451.0,3018,CA,40,1,0.0341285619615639,103
608399999,1393,1636,1917,2603,3030,6,METRO42200M42200,"Santa Maria-Santa Barbara, CA MSA",83,99999,Santa Barbara County,Santa Barbara County,423895.0,1555,CA,40,1,0.232797427652733,362
608599999,1716,2031,2522,3468,3942,6,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",85,99999,Santa Clara County,Santa Clara County,1781642.0,2220,CA,40,1,0.136036036036036,302
608799999,1253,1477,1965,2615,2961,6,METRO42100M42100,"Santa Cruz-Watsonville, CA MSA",87,99999,Santa Cruz County,Santa Cruz County,262382.0,1828,CA,40,1,0.074945295404814,137
608999999,658,713,915,1331,1612,6,METRO39820M39820,"Redding, CA MSA",89,99999,Shasta County,Shasta County,177223.0,892,CA,40,1,0.0257847533632287,23
609199999,818,899,1191,1493,1926,6,NCNTY06091N06091,"Sierra County, CA",91,99999,Sierra County,Sierra County,3240.0,1151,CA,40,0,0.0347523892267593,40
609399999,524,617,821,1137,1353,6,NCNTY06093N06093,"Siskiyou County, CA",93,99999,Siskiyou County,Siskiyou County,44900.0,814,CA,40,0,0.0085995085995086,7
609599999,874,1087,1341,1951,2361,6,METRO46700M46700,"Vallejo-Fairfield, CA MSA",95,99999,Solano County,Solano County,413344.0,1294,CA,40,1,0.0363214837712519,47
609799999,1224,1420,1843,2681,3246,6,METRO42220M42220,"Santa Rosa, CA MSA",97,99999,Sonoma County,Sonoma County,483878.0,1572,CA,40,1,0.172391857506361,271
609999999,727,809,1035,1478,1772,6,METRO33700M33700,"Modesto, CA MSA",99,99999,Stanislaus County,Stanislaus County,514453.0,938,CA,40,1,0.103411513859275,97
610199999,674,678,887,1290,1562,6,METRO49700M49700,"Yuba City, CA MSA",101,99999,Sutter County,Sutter County,94737.0,886,CA,40,1,0.00112866817155756,1
610399999,563,617,820,1115,1119,6,NCNTY06103N06103,"Tehama County, CA",103,99999,Tehama County,Tehama County,63463.0,823,CA,40,0,-0.00364520048602673,-3
610599999,582,637,847,1217,1492,6,NCNTY06105N06105,"Trinity County, CA",105,99999,Trinity County,Trinity County,13786.0,813,CA,40,0,0.041820418204182,34
610799999,629,633,842,1194,1396,6,METRO47300M47300,"Visalia-Porterville, CA MSA",107,99999,Tulare County,Tulare County,442179.0,873,CA,40,1,-0.0355097365406644,-31
610999999,654,746,957,1315,1496,6,NCNTY06109N06109,"Tuolumne County, CA",109,99999,Tuolumne County,Tuolumne County,55365.0,969,CA,40,0,-0.0123839009287926,-12
611199999,1109,1308,1739,2455,2938,6,METRO37100M37100,"Oxnard-Thousand Oaks-Ventura, CA MSA",111,99999,Ventura County,Ventura County,823318.0,1762,CA,40,1,-0.0130533484676504,-23
611399999,848,905,1203,1706,2119,6,METRO40900MM9270,"Yolo, CA HUD Metro FMR Area",113,99999,Yolo County,Yolo County,200849.0,1175,CA,40,1,0.0238297872340426,28
611599999,674,678,887,1290,1562,6,METRO49700M49700,"Yuba City, CA MSA",115,99999,Yuba County,Yuba County,72155.0,886,CA,40,1,0.00112866817155756,1
800199999,938,1127,1418,2031,2351,8,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",1,99999,Adams County,Adams County,441603.0,1305,CO,40,1,0.0865900383141762,113
800399999,620,623,756,1061,1159,8,NCNTY08003N08003,"Alamosa County, CO",3,99999,Alamosa County,Alamosa County,15445.0,715,CO,40,0,0.0573426573426573,41
800599999,938,1127,1418,2031,2351,8,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",5,99999,Arapahoe County,Arapahoe County,572003.0,1305,CO,40,1,0.0865900383141762,113
800799999,704,708,913,1242,1416,8,NCNTY08007N08007,"Archuleta County, CO",7,99999,Archuleta County,Archuleta County,12084.0,808,CO,40,0,0.129950495049505,105
800999999,590,607,697,1014,1228,8,NCNTY08009N08009,"Baca County, CO",9,99999,Baca County,Baca County,3788.0,681,CO,40,0,0.0234948604992658,16
801199999,554,558,740,962,1008,8,NCNTY08011N08011,"Bent County, CO",11,99999,Bent County,Bent County,6499.0,686,CO,40,0,0.0787172011661808,54
801399999,1084,1195,1461,2056,2350,8,METRO14500M14500,"Boulder, CO MSA",13,99999,Boulder County,Boulder County,294567.0,1240,CO,40,1,0.178225806451613,221
801499999,938,1127,1418,2031,2351,8,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",14,99999,Broomfield County,Broomfield County,55889.0,1305,CO,40,1,0.0865900383141762,113
801599999,550,648,862,1170,1174,8,NCNTY08015N08015,"Chaffee County, CO",15,99999,Chaffee County,Chaffee County,17809.0,764,CO,40,0,0.128272251308901,98
801799999,521,525,698,875,965,8,NCNTY08017N08017,"Cheyenne County, CO",17,99999,Cheyenne County,Cheyenne County,1836.0,681,CO,40,0,0.0249632892804699,17
801999999,938,1127,1418,2031,2351,8,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",19,99999,Clear Creek County,Clear Creek County,9088.0,1305,CO,40,1,0.0865900383141762,113
802199999,590,604,697,941,949,8,NCNTY08021N08021,"Conejos County, CO",21,99999,Conejos County,Conejos County,8256.0,681,CO,40,0,0.0234948604992658,16
802399999,573,576,743,932,1139,8,NCNTY08023N08023,"Costilla County, CO",23,99999,Costilla County,Costilla County,3524.0,681,CO,40,0,0.0910425844346549,62
802599999,611,629,722,905,1008,8,NCNTY08025N08025,"Crowley County, CO",25,99999,Crowley County,Crowley County,5823.0,681,CO,40,0,0.0602055800293686,41
802799999,549,552,712,1036,1254,8,NCNTY08027N08027,"Custer County, CO",27,99999,Custer County,Custer County,4255.0,681,CO,40,0,0.0455212922173275,31
802999999,680,685,911,1224,1299,8,NCNTY08029N08029,"Delta County, CO",29,99999,Delta County,Delta County,30952.0,835,CO,40,0,0.0910179640718563,76
803199999,938,1127,1418,2031,2351,8,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",31,99999,Denver County,Denver County,600158.0,1305,CO,40,1,0.0865900383141762,113
803399999,590,607,697,1014,1068,8,NCNTY08033N08033,"Dolores County, CO",33,99999,Dolores County,Dolores County,2064.0,681,CO,40,0,0.0234948604992658,16
803599999,938,1127,1418,2031,2351,8,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",35,99999,Douglas County,Douglas County,285465.0,1305,CO,40,1,0.0865900383141762,113
803799999,929,1162,1456,1825,2209,8,NCNTY08037N08037,"Eagle County, CO",37,99999,Eagle County,Eagle County,52197.0,1256,CO,40,0,0.159235668789809,200
803999999,938,1127,1418,2031,2351,8,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",39,99999,Elbert County,Elbert County,23086.0,1305,CO,40,1,0.0865900383141762,113
804199999,651,793,1020,1484,1797,8,METRO17820M17820,"Colorado Springs, CO HUD Metro FMR Area",41,99999,El Paso County,El Paso County,622263.0,950,CO,40,1,0.0736842105263158,70
804399999,603,607,776,1098,1250,8,NCNTY08043N08043,"Fremont County, CO",43,99999,Fremont County,Fremont County,46824.0,709,CO,40,0,0.0944992947813822,67
804599999,849,855,1112,1574,1934,8,NCNTY08045N08045,"Garfield County, CO",45,99999,Garfield County,Garfield County,56389.0,1019,CO,40,0,0.0912659470068695,93
804799999,938,1127,1418,2031,2351,8,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",47,99999,Gilpin County,Gilpin County,5441.0,1305,CO,40,1,0.0865900383141762,113
804999999,658,776,1032,1400,1608,8,NCNTY08049N08049,"Grand County, CO",49,99999,Grand County,Grand County,14843.0,943,CO,40,0,0.0943796394485684,89
805199999,575,734,901,1248,1582,8,NCNTY08051N08051,"Gunnison County, CO",51,99999,Gunnison County,Gunnison County,15324.0,800,CO,40,0,0.12625,101
805399999,574,713,819,1135,1255,8,NCNTY08053N08053,"Hinsdale County, CO",53,99999,Hinsdale County,Hinsdale County,843.0,754,CO,40,0,0.0862068965517241,65
805599999,570,573,742,1007,1011,8,NCNTY08055N08055,"Huerfano County, CO",55,99999,Huerfano County,Huerfano County,6711.0,681,CO,40,0,0.0895741556534508,61
805799999,661,665,858,1076,1315,8,NCNTY08057N08057,"Jackson County, CO",57,99999,Jackson County,Jackson County,1394.0,737,CO,40,0,0.164179104477612,121
805999999,938,1127,1418,2031,2351,8,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",59,99999,Jefferson County,Jefferson County,534543.0,1305,CO,40,1,0.0865900383141762,113
806199999,630,634,817,1024,1113,8,NCNTY08061N08061,"Kiowa County, CO",61,99999,Kiowa County,Kiowa County,1398.0,775,CO,40,0,0.0541935483870968,42
806399999,537,541,697,887,1228,8,NCNTY08063N08063,"Kit Carson County, CO",63,99999,Kit Carson County,Kit Carson County,8270.0,681,CO,40,0,0.0234948604992658,16
806599999,753,758,916,1222,1404,8,NCNTY08065N08065,"Lake County, CO",65,99999,Lake County,Lake County,7310.0,869,CO,40,0,0.0540851553509781,47
806799999,775,861,1043,1517,1683,8,NCNTY08067N08067,"La Plata County, CO",67,99999,La Plata County,La Plata County,51334.0,967,CO,40,0,0.078593588417787,76
806999999,782,905,1106,1609,1948,8,METRO22660M22660,"Fort Collins, CO MSA",69,99999,Larimer County,Larimer County,299630.0,996,CO,40,1,0.110441767068273,110
807199999,631,635,845,1162,1243,8,NCNTY08071N08071,"Las Animas County, CO",71,99999,Las Animas County,Las Animas County,15507.0,793,CO,40,0,0.0655737704918033,52
807399999,559,563,749,987,1148,8,NCNTY08073N08073,"Lincoln County, CO",73,99999,Lincoln County,Lincoln County,5467.0,681,CO,40,0,0.0998531571218796,68
807599999,616,620,770,1120,1344,8,NCNTY08075N08075,"Logan County, CO",75,99999,Logan County,Logan County,22709.0,702,CO,40,0,0.0968660968660969,68
807799999,589,635,844,1228,1487,8,METRO24300M24300,"Grand Junction, CO MSA",77,99999,Mesa County,Mesa County,146723.0,799,CO,40,1,0.0563204005006258,45
807999999,683,687,886,1227,1358,8,NCNTY08079N08079,"Mineral County, CO",79,99999,Mineral County,Mineral County,712.0,681,CO,40,0,0.301027900146843,205
808199999,680,684,809,1171,1396,8,NCNTY08081N08081,"Moffat County, CO",81,99999,Moffat County,Moffat County,13795.0,727,CO,40,0,0.112792297111417,82
808399999,607,610,726,1056,1279,8,NCNTY08083N08083,"Montezuma County, CO",83,99999,Montezuma County,Montezuma County,25535.0,681,CO,40,0,0.066079295154185,45
808599999,657,662,880,1219,1223,8,NCNTY08085N08085,"Montrose County, CO",85,99999,Montrose County,Montrose County,41276.0,796,CO,40,0,0.105527638190955,84
808799999,565,574,763,1023,1082,8,NCNTY08087N08087,"Morgan County, CO",87,99999,Morgan County,Morgan County,28159.0,681,CO,40,0,0.120411160058737,82
808999999,587,591,786,985,1071,8,NCNTY08089N08089,"Otero County, CO",89,99999,Otero County,Otero County,18831.0,707,CO,40,0,0.111739745403112,79
809199999,729,884,1143,1546,1752,8,NCNTY08091N08091,"Ouray County, CO",91,99999,Ouray County,Ouray County,4436.0,1076,CO,40,0,0.0622676579925651,67
809399999,938,1127,1418,2031,2351,8,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",93,99999,Park County,Park County,16206.0,1305,CO,40,1,0.0865900383141762,113
809599999,538,542,721,904,1105,8,NCNTY08095N08095,"Phillips County, CO",95,99999,Phillips County,Phillips County,4442.0,681,CO,40,0,0.0587371512481645,40
809799999,1108,1306,1737,2357,2366,8,NCNTY08097N08097,"Pitkin County, CO",97,99999,Pitkin County,Pitkin County,17148.0,1599,CO,40,0,0.0863039399624766,138
809999999,584,587,697,941,1072,8,NCNTY08099N08099,"Prowers County, CO",99,99999,Prowers County,Prowers County,12551.0,681,CO,40,0,0.0234948604992658,16
810199999,575,579,770,1090,1244,8,METRO39380M39380,"Pueblo, CO MSA",101,99999,Pueblo County,Pueblo County,159063.0,802,CO,40,1,-0.0399002493765586,-32
810399999,621,625,806,1107,1111,8,NCNTY08103N08103,"Rio Blanco County, CO",103,99999,Rio Blanco County,Rio Blanco County,6666.0,736,CO,40,0,0.0951086956521739,70
810599999,590,607,697,1012,1106,8,NCNTY08105N08105,"Rio Grande County, CO",105,99999,Rio Grande County,Rio Grande County,11982.0,681,CO,40,0,0.0234948604992658,16
810799999,985,991,1236,1798,1894,8,NCNTY08107N08107,"Routt County, CO",107,99999,Routt County,Routt County,23509.0,1135,CO,40,0,0.0889867841409692,101
810999999,521,524,697,1014,1068,8,NCNTY08109N08109,"Saguache County, CO",109,99999,Saguache County,Saguache County,6108.0,681,CO,40,0,0.0234948604992658,16
811199999,954,960,1238,1552,1897,8,NCNTY08111N08111,"San Juan County, CO",111,99999,San Juan County,San Juan County,699.0,1054,CO,40,0,0.174573055028463,184
811399999,929,1095,1456,1871,2156,8,NCNTY08113N08113,"San Miguel County, CO",113,99999,San Miguel County,San Miguel County,7359.0,1302,CO,40,0,0.118279569892473,154
811599999,521,524,697,881,1007,8,NCNTY08115N08115,"Sedgwick County, CO",115,99999,Sedgwick County,Sedgwick County,2379.0,681,CO,40,0,0.0234948604992658,16
811799999,1060,1067,1419,1779,1933,8,NCNTY08117N08117,"Summit County, CO",117,99999,Summit County,Summit County,27994.0,1277,CO,40,0,0.111198120595145,142
811999999,666,803,1044,1503,1839,8,METRO17820N08119,"Teller County, CO HUD Metro FMR Area",119,99999,Teller County,Teller County,23350.0,1003,CO,40,1,0.0408773678963111,41
812199999,590,607,697,903,1068,8,NCNTY08121N08121,"Washington County, CO",121,99999,Washington County,Washington County,4814.0,681,CO,40,0,0.0234948604992658,16
812399999,625,744,937,1363,1650,8,METRO24540M24540,"Greeley, CO MSA",123,99999,Weld County,Weld County,252825.0,897,CO,40,1,0.0445930880713489,40
812599999,521,524,697,1014,1123,8,NCNTY08125N08125,"Yuma County, CO",125,99999,Yuma County,Yuma County,10043.0,681,CO,40,0,0.0234948604992658,16
900104720,1026,1280,1609,2017,2512,9,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",1,4720,Fairfield County,Bethel town,18584.0,1377,CT,40,1,0.168482207697894,232
900108070,846,1010,1272,1595,1969,9,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",1,8070,Fairfield County,Bridgeport town,144229.0,1243,CT,40,1,0.0233306516492357,29
900108980,1026,1280,1609,2017,2512,9,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",1,8980,Fairfield County,Brookfield town,16452.0,1377,CT,40,1,0.168482207697894,232
900118500,1026,1280,1609,2017,2512,9,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",1,18500,Fairfield County,Danbury town,80893.0,1377,CT,40,1,0.168482207697894,232
900118850,1267,1571,1986,2544,3029,9,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",1,18850,Fairfield County,Darien town,20732.0,1958,CT,40,1,0.0143003064351379,28
900123890,846,1010,1272,1595,1969,9,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",1,23890,Fairfield County,Easton town,7490.0,1243,CT,40,1,0.0233306516492357,29
900126620,846,1010,1272,1595,1969,9,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",1,26620,Fairfield County,Fairfield town,59404.0,1243,CT,40,1,0.0233306516492357,29
