INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
College of Saint Elizabeth,260000,2,806.0,0.4726,0.6168,0.6318407960199,1337.0,7255.0,0.826484018,14250,82332.62,1,4,2,1.0,0.0,21.0,16413.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Raritan Valley Community College,773100,2,,0.2197,0.0931,0.98623655913978,5751.0,7494.0,0.766990291,5308,94911.18,2,2,1,0.0,0.0,41.0,6545.0,Associates,Public,Mid East,Rural: Fringe,Rural
Stevens Institute of Technology,263900,2,1340.0,0.184,0.6037,0.43562691131498,1599.0,12019.0,PrivacySuppressed,26500,83951.71,1,4,2,0.0,0.0,21.0,32869.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Stockton University,934500,2,1074.0,0.3547,0.6543,0.6441728980485101,5976.0,9116.0,0.769230769,18166,73199.66,1,4,1,0.0,0.0,22.0,19244.0,Graduate,Public,Mid East,Suburb: Midsize,Suburb
Talmudical Academy-New Jersey,1198900,2,,0.6377,0.0,1.0,27.0,1515.0,,PrivacySuppressed,49832.5,1,3,2,0.0,1.0,21.0,5316.0,Bachelors,Private non-profit,Mid East,Suburb: Large,Suburb
Teterboro School of Aeronautics,545200,2,,0.3455,0.4182,,159.0,,PrivacySuppressed,12000,66464.77,2,1,3,0.0,0.0,21.0,10346.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Thomas Edison State University,2192200,2,,0.1327,0.2742,,7975.0,,0.696245734,7714.5,68740.81,1,4,1,0.0,0.0,13.0,,Graduate,Public,Mid East,City: Small,City
The College of New Jersey,264200,2,1227.0,0.1763,0.5185,0.4867139061115999,6010.0,9678.0,0.923076923,21500,86752.57,1,4,1,0.0,0.0,21.0,24079.0,Graduate,Public,Mid East,Suburb: Large,Suburb
Union County College,264300,2,,0.4547,0.1468,,8655.0,7904.0,0.669491525,5500,65419.97,2,2,1,0.0,0.0,21.0,4466.0,Associates,Public,Mid East,Suburb: Large,Suburb
William Paterson University of New Jersey,262500,2,990.0,0.4201,0.6389,0.74286874428991,8454.0,10350.0,0.767306574,18250,80256.1,1,4,1,0.0,0.0,21.0,16643.0,Graduate,Public,Mid East,Suburb: Large,Suburb
Olympian Academy of Cosmetology,1300500,6,,0.7566,0.7798,,44.0,,0.391095066,7500,60070.35,3,1,3,0.0,0.0,33.0,16186.0,Certificate,Private for-profit,South West,Town: Remote,Town
Central New Mexico Community College,474200,6,,0.3625,0.131,,17265.0,5626.0,0.583643123,4500,51943.04,2,2,1,0.0,0.0,11.0,3213.0,Associates,Public,South West,City: Large,City
Navajo Technical University,2357600,6,,0.8068,0.0,,841.0,4985.0,,PrivacySuppressed,30985.2,1,3,1,0.0,0.0,43.0,5378.0,Bachelors,Public,South West,Rural: Remote,Rural
De Wolff College Hair Styling and Cosmetology,1063200,6,,0.6937,0.5495,,111.0,,PrivacySuppressed,6000,51947.81,3,1,3,0.0,0.0,11.0,8805.0,Certificate,Private for-profit,South West,City: Large,City
New Mexico State University-Dona Ana,265702,6,983.0,0.5121,0.2951,0.65760064629056,4640.0,5734.0,0.730317065,10801,43867.23,2,2,1,0.0,0.0,41.0,6092.0,Associates,Public,South West,Rural: Fringe,Rural
Clovis Community College,474300,6,,0.2833,0.0523,,2895.0,5194.0,0.684931507,4250,39667.84,2,2,1,0.0,0.0,33.0,8467.0,Associates,Public,South West,Town: Remote,Town
Eastern New Mexico University-Main Campus,265100,6,947.0,0.3574,0.329,0.49832073887489,2942.0,6721.0,0.688311688,8250,42974.58,1,4,1,0.0,0.0,33.0,9938.0,Graduate,Public,South West,Town: Remote,Town
Eastern New Mexico University-Roswell Campus,265101,6,947.0,0.2667,0.0348,0.49832073887489,2980.0,4540.0,0.688311688,8250,42974.58,2,2,1,0.0,0.0,33.0,6250.0,Associates,Public,South West,Town: Remote,Town
Institute of American Indian and Alaska Native Culture and Arts Development,2146400,6,,0.3385,0.0,1.0,139.0,5446.0,PrivacySuppressed,PrivacySuppressed,45124.59,1,4,1,0.0,0.0,41.0,10532.0,Graduate,Public,South West,Rural: Fringe,Rural
New Mexico Highlands University,265300,6,,0.5385,0.3873,,1888.0,6194.0,0.698412698,9256,44721.61,1,4,1,0.0,0.0,33.0,6971.0,Graduate,Public,South West,Town: Remote,Town
New Mexico Junior College,265500,6,,0.1681,0.0357,,3200.0,6427.0,0.613636364,4500,41941.38,2,2,1,0.0,0.0,33.0,6696.0,Associates,Public,South West,Town: Remote,Town
New Mexico Military Institute,265600,6,970.0,0.3333,0.2767,0.40359281437125,451.0,6090.0,PrivacySuppressed,5500,57975.77,2,2,1,0.0,0.0,33.0,6798.0,Associates,Public,South West,Town: Remote,Town
University of New Mexico-Gallup Campus,266301,6,1040.0,0.5617,0.1774,0.57881567973311,2594.0,5943.0,0.761298274,13051,49538.77,2,2,1,0.0,0.0,33.0,7370.0,Associates,Public,South West,Town: Remote,Town
New Mexico Institute of Mining and Technology,265400,6,1191.0,0.3019,0.425,0.24447174447174,1238.0,8037.0,PrivacySuppressed,10500,52104.89,1,4,1,0.0,0.0,33.0,11785.0,Graduate,Public,South West,Town: Remote,Town
University of New Mexico-Los Alamos Campus,266303,6,1040.0,0.1215,0.0318,0.57881567973311,792.0,6367.0,0.761298274,13051,49538.77,2,2,1,0.0,0.0,32.0,6201.0,Associates,Public,South West,Town: Distant,Town
University of New Mexico-Main Campus,266300,6,1040.0,0.3996,0.5211,0.57881567973311,16414.0,8918.0,0.761298274,13051,49538.77,1,4,1,0.0,0.0,11.0,9027.0,Graduate,Public,South West,City: Large,City
New Mexico State University-Alamogordo,265701,6,983.0,0.4611,0.305,0.65760064629056,1738.0,6178.0,0.730317065,10801,43867.23,2,2,1,0.0,0.0,41.0,5668.0,Associates,Public,South West,Rural: Fringe,Rural
New Mexico State University-Carlsbad,265703,6,983.0,0.284,0.1404,0.65760064629056,1051.0,6036.0,0.730317065,10801,43867.23,2,2,1,0.0,0.0,41.0,4589.0,Associates,Public,South West,Rural: Fringe,Rural
New Mexico State University-Grants,265704,6,983.0,0.4703,0.2166,0.65760064629056,575.0,5336.0,0.730317065,10801,43867.23,2,2,1,0.0,0.0,33.0,4896.0,Associates,Public,South West,Town: Remote,Town
New Mexico State University-Main Campus,265700,6,983.0,0.4270000000000001,0.4046,0.65760064629056,12453.0,8402.0,0.730317065,10801,43867.23,1,4,1,0.0,0.0,22.0,9663.0,Graduate,Public,South West,Suburb: Midsize,Suburb
University of New Mexico-Valencia County Campus,266302,6,1040.0,0.3895,0.1861,0.57881567973311,1514.0,5271.0,0.761298274,13051,49538.77,2,2,1,0.0,0.0,41.0,5971.0,Associates,Public,South West,Rural: Fringe,Rural
Northern New Mexico College,2083900,6,,0.4811,0.1112,,681.0,5197.0,0.644444444,5225,43101.41,1,4,1,0.0,0.0,32.0,6438.0,Graduate,Public,South West,Town: Distant,Town
San Juan College,266000,6,,0.3064,0.0855,,4282.0,5869.0,0.685483871,5200,47738.01,2,2,1,0.0,0.0,13.0,5216.0,Associates,Public,South West,City: Small,City
Santa Fe Community College,2278100,6,,0.3089,0.0981,,3606.0,5907.0,0.684782609,10500,54549.19,2,2,1,0.0,0.0,41.0,8689.0,Associates,Public,South West,Rural: Fringe,Rural
Santa Fe University of Art and Design,264900,6,,0.3968,0.6242,0.99844236760124,1322.0,6571.0,0.740740741,11000,61662.97,1,3,3,0.0,0.0,13.0,28549.0,Bachelors,Private for-profit,South West,City: Small,City
University of the Southwest,265000,6,,0.5957,0.7844,,428.0,3489.0,0.721649485,9500,45234.87,1,4,2,0.0,0.0,41.0,18883.0,Graduate,Private non-profit,South West,Rural: Fringe,Rural
Southwestern College,3076100,6,,,,,,4019.0,PrivacySuppressed,PrivacySuppressed,,1,4,2,0.0,0.0,41.0,,Graduate,Private non-profit,South West,Rural: Fringe,Rural
Southwestern Indian Polytechnic Institute,2511000,6,,0.6466,0.0,,304.0,5935.0,,PrivacySuppressed,38457.02,2,2,1,0.0,0.0,21.0,8458.0,Associates,Public,South West,Suburb: Large,Suburb
University of New Mexico-Taos Campus,266304,6,1040.0,0.3166,0.1645,0.57881567973311,1028.0,5962.0,0.761298274,13051,49538.77,2,2,1,0.0,0.0,41.0,8301.0,Associates,Public,South West,Rural: Fringe,Rural
Mesalands Community College,3206300,6,,0.1612,0.0,,465.0,5078.0,,PrivacySuppressed,35911.97,2,2,1,0.0,0.0,33.0,6838.0,Associates,Public,South West,Town: Remote,Town
Vogue College of Cosmetology-Santa Fe,4178500,6,,0.469,0.5752,,,,,9500,,3,1,3,0.0,0.0,13.0,12033.0,Certificate,Private for-profit,South West,City: Small,City
Western New Mexico University,266400,6,,0.4442,0.3817,,2165.0,4469.0,0.577464789,10775,39573.76,1,4,1,0.0,0.0,33.0,11636.0,Graduate,Public,South West,Town: Remote,Town
Vaughn College of Aeronautics and Technology,266500,2,,0.6579,0.6237,0.7393048128342199,1297.0,9251.0,0.756097561,13000,55978.8,1,4,2,0.0,0.0,11.0,27227.0,Graduate,Private non-profit,Mid East,City: Large,City
Adelphi University,266600,2,1094.0,0.3147,0.5971,0.7218960179353,3099.0,12033.0,0.827306273,21466,80864.95,1,4,2,0.0,0.0,21.0,28082.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Adirondack Community College,286000,2,,0.4354,0.381,,3151.0,6760.0,0.694581281,7125,56355.74,2,2,1,0.0,0.0,23.0,7510.0,Associates,Public,Mid East,Suburb: Small,Suburb
Bryant & Stratton College-Albany,267807,2,,0.77,0.848,,265.0,3691.0,0.408943089,9500,48773.91,1,3,3,0.0,0.0,21.0,15336.0,Bachelors,Private for-profit,Mid East,Suburb: Large,Suburb
Albany College of Pharmacy and Health Sciences,288500,2,1176.0,0.2408,0.809,0.65869106263194,581.0,8150.0,0.962616822,24000,60872.01,1,4,2,0.0,0.0,13.0,31053.0,Graduate,Private non-profit,Mid East,City: Small,City
Albany Law School,288600,2,,,,,,9281.0,PrivacySuppressed,PrivacySuppressed,64604.23,1,4,2,0.0,0.0,13.0,,Graduate,Private non-profit,Mid East,City: Small,City
Albany Medical College,288700,2,,,,,,,PrivacySuppressed,PrivacySuppressed,71320.04,1,4,2,0.0,0.0,13.0,,Graduate,Private non-profit,Mid East,City: Small,City
Alfred University,266800,2,1057.0,0.3755,0.7651,0.6840659340659301,1361.0,6475.0,0.887804878,21750,63665.1,1,4,2,0.0,0.0,33.0,20214.0,Graduate,Private non-profit,Mid East,Town: Remote,Town
Allen School-Brooklyn,3358301,2,,0.8801,0.8776,,,,0.391691395,9500,50745.95,3,1,3,0.0,0.0,11.0,25306.0,Certificate,Private for-profit,Mid East,City: Large,City
The Ailey School,2171900,2,,0.2188,0.3854,0.57142857142857,46.0,,PrivacySuppressed,9500,60548.34,2,1,2,0.0,0.0,11.0,25728.0,Certificate,Private non-profit,Mid East,City: Large,City
American Academy of Dramatic Arts-New York,746500,2,,0.4585,0.6996,0.25341560158660004,185.0,6428.0,0.581632653,9500,72405.21,2,2,2,0.0,0.0,11.0,36604.0,Associates,Private non-profit,Mid East,City: Large,City
American Academy McAllister Institute of Funeral Service,1081300,2,,0.3208,0.4269,,146.0,,0.794117647,6550,58767.82,2,2,2,0.0,0.0,11.0,17529.0,Associates,Private non-profit,Mid East,City: Large,City
Joffrey Ballet School,2511500,2,,0.145,0.3015,0.7582139848357199,46.0,,PrivacySuppressed,8408.5,PrivacySuppressed,2,1,3,0.0,0.0,11.0,27441.0,Certificate,Private for-profit,Mid East,City: Large,City
American Musical and Dramatic Academy,757200,2,,0.5037,0.6853,0.21836228287841,586.0,8167.0,0.577629382,12000,69550.04,1,3,2,0.0,0.0,11.0,35777.0,Bachelors,Private non-profit,Mid East,City: Large,City
Apex Technical School,751800,2,,0.6652,0.5548,,804.0,,0.352149146,9500,48270.23,3,1,3,0.0,0.0,11.0,18026.0,Certificate,Private for-profit,Mid East,City: Large,City
Arnot Ogden Medical Center,643500,2,,0.4225,0.7183,0.8,22.0,,PrivacySuppressed,13583.5,49267.1,2,1,2,0.0,0.0,13.0,17393.0,Certificate,Private non-profit,Mid East,City: Small,City
Associated Beth Rivkah Schools,2506000,2,,0.8027,0.0,0.88709677419354,111.0,,,PrivacySuppressed,46816.11,2,1,2,0.0,0.0,11.0,10591.0,Certificate,Private non-profit,Mid East,City: Large,City
Bank Street College of Education,266900,2,,,,,,9636.0,PrivacySuppressed,PrivacySuppressed,63961.81,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Mid East,City: Large,City
Bard College,267100,2,,0.2098,0.491,0.32457255899392,1342.0,11018.0,0.896848138,20254,78301.83,1,4,2,0.0,0.0,31.0,25835.0,Graduate,Private non-profit,Mid East,Town: Fringe,Town
Barnard College,270800,2,1357.0,0.1823,0.3323,0.19624342599549,2285.0,12543.0,PrivacySuppressed,16250,75897.42,1,3,2,1.0,0.0,11.0,25680.0,Bachelors,Private non-profit,Mid East,City: Large,City
Berk Trade and Business School,1183000,2,,0.8554,0.8458,,108.0,,PrivacySuppressed,6333,45908.56,3,1,3,0.0,0.0,11.0,17354.0,Certificate,Private for-profit,Mid East,City: Large,City
Berkeley College-New York,739400,2,,0.6307,0.6872,,1640.0,6955.0,0.624145786,13500,57151.94,1,3,3,0.0,0.0,11.0,26633.0,Bachelors,Private for-profit,Mid East,City: Large,City
Beth Hatalmud Rabbinical College,1192200,2,,0.8966,0.0,1.0,90.0,2854.0,,PrivacySuppressed,47044.5,1,3,2,0.0,1.0,11.0,7089.0,Bachelors,Private non-profit,Mid East,City: Large,City
Beth Hamedrash Shaarei Yosher Institute,1119200,2,,0.5952,0.0,0.5,96.0,2383.0,,PrivacySuppressed,40380.11,1,3,2,0.0,1.0,11.0,,Bachelors,Private non-profit,Mid East,City: Large,City
Phillips School of Nursing at Mount Sinai Beth Israel,643800,2,,0.3129,0.5935,0.25,4.0,8768.0,PrivacySuppressed,17500,60572.58,1,2,2,0.0,0.0,11.0,29680.0,Associates,Private non-profit,Mid East,City: Large,City
Hair Design Institute at Fifth Avenue-Brooklyn,2105900,2,,0.5634,0.4319,,79.0,,0.42948718,7551,49895.81,3,1,3,0.0,0.0,11.0,17141.0,Certificate,Private for-profit,Mid East,City: Large,City
Boricua College,1302900,2,,0.9293,0.0924,,1257.0,4547.0,0.444444444,5500,36735.51,1,4,2,0.0,0.0,11.0,20816.0,Graduate,Private non-profit,Mid East,City: Large,City
Briarcliffe College,2075700,2,,0.6667,0.904,,1790.0,5695.0,0.551445087,18642,78325.86,1,3,3,0.0,0.0,21.0,18591.0,Bachelors,Private for-profit,Mid East,Suburb: Large,Suburb
Brittany Beauty School,928400,2,,0.5399,0.7559,,73.0,,0.514492754,7272,80255.82,3,1,3,0.0,0.0,21.0,14938.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
American Beauty School,3903400,2,,0.7441,0.5853,,51.0,,0.396551724,2865,,3,1,3,0.0,0.0,11.0,7743.0,Certificate,Private for-profit,Mid East,City: Large,City
Brooklyn Law School,267700,2,,,,,,13450.0,PrivacySuppressed,PrivacySuppressed,79409.73,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Mid East,City: Large,City
SUNY Broome Community College,286200,2,,0.5119,0.5,,5663.0,5902.0,0.698907956,5527,49770.84,2,2,1,0.0,0.0,22.0,7640.0,Associates,Public,Mid East,Suburb: Midsize,Suburb
Bryant & Stratton College-Amherst,267801,2,,0.7107,0.8483,,77.0,5497.0,0.408943089,9500,48773.91,1,3,3,0.0,0.0,21.0,13859.0,Bachelors,Private for-profit,Mid East,Suburb: Large,Suburb
Bryant & Stratton College-Syracuse North,267806,2,,0.7585,0.8729,,193.0,4533.0,0.408943089,9500,48773.91,1,3,3,0.0,0.0,21.0,11048.0,Bachelors,Private for-profit,Mid East,Suburb: Large,Suburb
Bryant & Stratton College-Syracuse,267805,2,,0.8469,0.8411,,233.0,5431.0,0.408943089,9500,48773.91,2,2,3,0.0,0.0,12.0,12606.0,Associates,Private for-profit,Mid East,City: Midsize,City
Bryant & Stratton College-Buffalo,267800,2,,0.7925,0.6775,,313.0,4879.0,0.408943089,9500,48773.91,1,3,3,0.0,0.0,11.0,11783.0,Bachelors,Private for-profit,Mid East,City: Large,City
Bryant & Stratton College-Greece,267803,2,,0.81,0.8527,,200.0,5413.0,0.408943089,9500,48773.91,1,3,3,0.0,0.0,21.0,14558.0,Bachelors,Private for-profit,Mid East,Suburb: Large,Suburb
Canisius College,268100,2,1078.0,0.3142,0.6869,0.86980280351627,3349.0,7845.0,0.851174935,20600,61812.51,1,4,2,0.0,0.0,11.0,19376.0,Graduate,Private non-profit,Mid East,City: Large,City
Capri Cosmetology Learning Centers,2056400,2,,0.441,0.5071,,68.0,,0.572769953,5500,87938.5,3,1,3,0.0,0.0,21.0,14324.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
St Paul's School of Nursing-Queens,1236400,2,,0.5,0.7917,,81.0,7383.0,0.694915254,19660,67923.46,2,2,3,0.0,0.0,11.0,27289.0,Associates,Private for-profit,Mid East,City: Large,City
Cayuga County Community College,286100,2,,0.4007,0.3303,,2498.0,7829.0,0.576623377,6651,51726.09,2,2,1,0.0,0.0,32.0,5602.0,Associates,Public,Mid East,Town: Distant,Town
Cazenovia College,268500,2,,0.461,0.8359,0.8149111400086602,964.0,6926.0,0.791338583,17925,59343.88,1,3,2,0.0,0.0,31.0,16799.0,Bachelors,Private non-profit,Mid East,Town: Fringe,Town
Central Yeshiva Tomchei Tmimim Lubavitz,477600,2,,0.7357,0.0,0.98387096774193,421.0,2979.0,,PrivacySuppressed,51407.65,1,4,2,0.0,1.0,11.0,17020.0,Graduate,Private non-profit,Mid East,City: Large,City
Cheryl Fells School of Business,2176000,2,,0.9444,0.9352,,18.0,,PrivacySuppressed,13000,43625.1,3,1,3,0.0,0.0,21.0,12882.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Christ the King Seminary,282200,2,,,,,,3644.0,,,,1,4,2,0.0,0.0,41.0,,Graduate,Private non-profit,Mid East,Rural: Fringe,Rural
Christine Valmy International School for Esthetics Skin Care & Makeup,4233700,2,,0.4856,0.4794,,,,,4451.5,,3,1,3,0.0,0.0,11.0,12815.0,Certificate,Private for-profit,Mid East,City: Large,City
Circle in the Square Theatre School,2125500,2,,0.1304,0.5072,0.63333333333333,87.0,,PrivacySuppressed,12000,65694.38,2,1,2,0.0,0.0,11.0,37928.0,Certificate,Private non-profit,Mid East,City: Large,City
Clarkson University,269900,2,1198.0,0.2686,0.7481,0.68056762235737,2539.0,10338.0,0.908701855,24500,62331.73,1,4,2,0.0,0.0,33.0,29243.0,Graduate,Private non-profit,Mid East,Town: Remote,Town
Clinton Community College,678700,2,,0.3722,0.2984,,1697.0,5892.0,0.731034483,6936,50523.5,2,2,1,0.0,0.0,32.0,7012.0,Associates,Public,Mid East,Town: Distant,Town
Cochran School of Nursing,644300,2,,0.2857,0.7245,,119.0,8305.0,0.696335079,17656,63277.45,2,2,2,0.0,0.0,21.0,,Associates,Private non-profit,Mid East,Suburb: Large,Suburb
Colgate Rochester Crozer Divinity School,270000,2,,,,,,5637.0,,PrivacySuppressed,,1,4,2,0.0,0.0,12.0,,Graduate,Private non-profit,Mid East,City: Midsize,City
Colgate University,270100,2,1374.0,0.1228,0.271,0.27361302154974,2811.0,11422.0,0.915309446,15000,81701.81,1,4,2,0.0,0.0,32.0,22687.0,Graduate,Private non-profit,Mid East,Town: Distant,Town
Metropolitan College of New York,976900,2,,0.7848,0.8239,0.5285285285285201,1091.0,6836.0,0.341176471,22000,44959.41,1,4,2,0.0,0.0,11.0,20572.0,Graduate,Private non-profit,Mid East,City: Large,City
Columbia University in the City of New York,270700,2,1473.0,0.2194,0.258,0.06605077077294,6623.0,17555.0,0.898054475,19000,76971.15,1,4,2,0.0,0.0,11.0,21031.0,Graduate,Private non-profit,Mid East,City: Large,City
Columbia-Greene Community College,678900,2,,0.396,0.2648,,1598.0,5693.0,0.649746193,6446,53553.26,2,2,1,0.0,0.0,41.0,5228.0,Associates,Public,Mid East,Rural: Fringe,Rural
Empire Beauty School-Queens,757300,2,,0.632,0.5195,,154.0,,0.481617647,8652,55141.05,3,1,3,0.0,0.0,11.0,14989.0,Certificate,Private for-profit,Mid East,City: Large,City
Concordia College-New York,270900,2,895.0,0.3877,0.6176,0.7138671875,578.0,6810.0,0.714285714,22777,76194.22,1,4,2,0.0,0.0,21.0,17198.0,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Continental School of Beauty Culture-Buffalo,818903,2,,0.7462,0.6041,,76.0,,0.336879433,6333,48696.74,3,1,3,0.0,0.0,11.0,16073.0,Certificate,Private for-profit,Mid East,City: Large,City
Continental School of Beauty Culture-Batavia,2617002,2,,0.7258,0.6935,,40.0,,0.402912621,9500,48981.25,3,1,3,0.0,0.0,32.0,16050.0,Certificate,Private for-profit,Mid East,Town: Distant,Town
Continental School of Beauty Culture-Rochester,752200,2,,0.6531,0.6919,,122.0,,0.432780847,6333,52648.01,3,1,3,0.0,0.0,21.0,14904.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Cooper Union for the Advancement of Science and Art,271000,2,,0.2072,0.1467,,878.0,12680.0,0.8,13070,71862.09,1,4,2,0.0,0.0,11.0,15087.0,Graduate,Private non-profit,Mid East,City: Large,City
Cornell University,271100,2,1428.0,0.1547,0.3032,0.15071599045346,8381.0,14317.0,0.902908469,11750,80346.48,1,4,2,0.0,0.0,13.0,29711.0,Graduate,Private non-profit,Mid East,City: Small,City
Weill Cornell Medical College,271101,2,1428.0,,,0.15071599045346,0.0,,0.902908469,11750,,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Mid East,City: Large,City
Corning Community College,286300,2,,0.3573,0.35,,4306.0,5755.0,0.633561644,7220,49457.02,2,2,1,0.0,0.0,41.0,6694.0,Associates,Public,Mid East,Rural: Fringe,Rural
Pomeroy College of Nursing at Crouse Hospital,644500,2,,0.4029,0.7304,0.4637681159420201,165.0,7574.0,0.807017544,14750,58052.07,2,2,2,0.0,0.0,12.0,17618.0,Associates,Private non-profit,Mid East,City: Midsize,City
Culinary Institute of America,730400,2,,0.2959,0.6116,0.92173305380852,2028.0,8762.0,0.834894614,12000,73050.93,1,3,2,0.0,0.0,21.0,30321.0,Bachelors,Private non-profit,Mid East,Suburb: Large,Suburb
CUNY Bernard M Baruch College,727300,2,1230.0,0.454,0.1209,0.32435561820378,13025.0,11827.0,0.822033898,7939.5,53216.18,1,4,1,0.0,0.0,11.0,7014.0,Graduate,Public,Mid East,City: Large,City
CUNY Borough of Manhattan Community College,269100,2,,0.664,0.0848,,15875.0,8618.0,0.502066116,5000,45561.47,2,2,1,0.0,0.0,11.0,7986.0,Associates,Public,Mid East,City: Large,City
CUNY Bronx Community College,269200,2,,0.706,0.0933,,6928.0,8551.0,0.505376344,5000,38192.19,2,2,1,0.0,0.0,11.0,7986.0,Associates,Public,Mid East,City: Large,City
CUNY Brooklyn College,268700,2,1115.0,0.4981,0.1625,0.37310568785672,10094.0,10275.0,0.638349515,7531,49392.3,1,4,1,0.0,0.0,11.0,6451.0,Graduate,Public,Mid East,City: Large,City
College of Staten Island CUNY,269800,2,,0.4489,0.18600000000000005,0.97580360296714,9735.0,9723.0,0.636518771,7425,65469.83,1,4,1,0.0,0.0,11.0,9428.0,Graduate,Public,Mid East,City: Large,City
CUNY City College,268800,2,1125.0,0.5296,0.2111,0.42968865279622,8155.0,11047.0,0.671150972,8775,48071.31,1,4,1,0.0,0.0,11.0,6002.0,Graduate,Public,Mid East,City: Large,City
